Id,Codigo,Descripcion,Provincia,Poblacion,CodigoPostal,Direccion,Latitud,Longitud,Pais
526,76002,VILABELLA,Tarragona,Vilabella,43886.0,CARRETERA TV-2032 - ESTACION FERROCARRIL. S/N,"41,2395538","1,3174915",España
507,73009,VILAVERD,Tarragona,Vilaverd,43490.0,CALLE CARRERMAYOR. S/N,"41,3376004","1,1764993",España
504,73006,VIMBODI I POBLET,Tarragona,Vimbodí i Poblet,43430.0,PASSEIG DEL MESTRE GARCIA. 1,"41,4026952","1,0459896",España
413,67021,CALAMOCHA,Teruel,Calamocha,44200.0,CARRETERA N-234 - ESTACION FERROCARRIL. S/N,"40,9034355","-1,3004167",España
414,67100,CAMINREAL-FUENTES CLARAS,Teruel,Caminreal,44350.0,CARRETERA CV-4301 - ESTACION FERROCARRIL. S/N,"40,8504763","-1,3380704",España
410,67018,CUENCABUENA,Teruel,Calamocha,44495.0,CARRETERA TE-19 - ESTACION FERROCARRIL. S/N,"41,0093948","-1,2546971",España
409,67017,FERRERUELA,Teruel,Ferreruela de Huerva,44490.0,CARRETERA A-2510 - ESTACION DE FERROCARRIL. S/N,"41,0634645","-1,2379394",España
474,71200,LA PUEBLA DE HIJAR,Teruel,Puebla de Híjar. La,44510.0,PLAZA DEL REINO DE ARAGON. 1,"41,224432","-0,438385",España
411,67019,LECHAGO,Teruel,Calamocha,44495.0,AUTOVIA MUDEJAR A-23 - ESTACION FERROCARRIL. S/N,"40,9576557","-1,2690956",España
419,67113,MONREAL DEL CAMPO,Teruel,Monreal del Campo,44300.0,CALLE TERUEL. S/N,"40,7965976","-1,3565684",España
424,67206,MORA DE RUBIELOS,Teruel,Mora de Rubielos,44477.0,CALLE ESTACION FERROCARRIL MORA. 1,"40,117977","-0,7733837",España
412,67020,NAVARRETE,Teruel,Calamocha,44496.0,CARRETERA A-2512 - ESTACION FERROCARRIL. S/N,"40,9368706","-1,2616324",España
422,67203,PUEBLA DE VALVERDE,Teruel,Puebla de Valverde. La,44450.0,CARRETERA TE-620 - CAMINO ESTACION FERROCARRIL. S/N,"40,2123416","-0,9438361",España
421,67202,PUERTO ESCANDON,Teruel,Puebla de Valverde. La,44442.0,CARRETERA N-234. KM. 103 - ESTACION FERROCARRIL. S/N,"40,2732626","-0,9845119",España
425,67207,RUBIELOS DE MORA,Teruel,Rubielos de Mora,44477.0,CARRETERA TE-V-6005 - ESTACION FERROCARRIL. S/N,"40,1106445","-0,7408539",España
417,67105,SANTA EULALIA DEL CAMPO,Teruel,Santa Eulalia,44360.0,BARRIO ESTACION FERROCARRIL. 8,"40,5728311","-1,3130623",España
415,67101,TORRIJO DEL CAMPO,Teruel,Torrijo del Campo,44393.0,CALLE ALEMANIA. S/N,"40,8260035","-1,3405037",España
416,67103,VILLAFRANCA DEL CAMPO,Teruel,Villafranca del Campo,44394.0,CARRETERA TE-V-9024 - ESTACION FERROCARRIL. S/N,"40,684065","-1,3578996",España
408,67016,VILLAHERMOSA,Teruel,Villahermosa del Campo,44494.0,CARRETERA TE-17 - ESTACION FERROCARRIL. S/N,"41,1085134","-1,2398555",España
339,60207,EL ROMERAL,Toledo,Romeral. El,45770.0,PLAZA ESQUINA DEL CRISTINO. S/N,"39,6940137","-3,4300228",España
386,66005,SANTA CRUZ DE LA ZARZA,Toledo,Santa Cruz de la Zarza,45370.0,AVENIDA CASTILLA LA MANCHA. S/N,"39,9729183","-3,1809388",España
338,60206,TEMBLEQUE,Toledo,Tembleque,45770.0,CALLE CAMINO DE LA CELADILLA. S/N,"39,7224617","-3,4970336",España
618,92102,TOLEDO,Toledo,Toledo,45006.0,CALLE PASEO DE LA ROSA. S/N,"39,8623647","-4,0112049",España
428,69002,BENIGANIM,Valencia/Valéncia,Benigànim,46830.0,AVENIDA BALNEARI DE BELLUS. S/N,"38,9384428","-0,4531915",España
398,66112,CAMPORROBLES,Valencia/Valéncia,Camporrobles,46330.0,CALLE ESTACION FERROCARRIL. 1,"39,6448311","-1,40283",España
430,69004,MONTABERNER,Valencia/Valéncia,Montaverner,46892.0,AVENIDA ESTACION FERROCARRIL. 20,"38,8840538","-0,4915503",España
434,69008,ONTINYENT,Valencia/Valéncia,Ontinyent,46870.0,CARRETERA CV-6620 - POLIGONO URBANO. 2,"38,8095064","-0,6025968",España
10,3213,REQUENA-UTIEL,Valencia/Valéncia,Requena,46340.0,AUTOVIA A3 - SALIDA 285,"39,5217269","-1,1346669",España
11,3216,VALENCIA JOAQUIN SOROLLA,Valencia/Valéncia,Valencia,46007.0,CALLE SAN VICENTE MARTIR. 171,"39,4600028","-0,3813222",España
209,32001,CAMPILLO,Valladolid,Campillo. El,47460.0,CALLE CAMINO CEMENTERIO. S/N,"41,259589","-5,0178259",España
40,10603,CORCOS-AGUILAREJO,Valladolid,Corcos,47281.0,CAMINO ESTACION FERROCARRIL. S/N,"41,7663972","-4,6233663",España
41,10604,CUBILLAS DE SANTA MARTA,Valladolid,Cubillas de Santa Marta,47290.0,CALLE CAMINO DEL APEADERO. S/N,"41,8089815","-4,5796172",España
210,32002,EL CARPIO,Valladolid,Carpio,47470.0,PASEO ISIDORA CARBONERA CALLE HUERTA. 11,"41,2154451","-5,114406",España
211,32003,FRESNO EL VIEJO,Valladolid,Fresno el Viejo,47480.0,CALLE CANDIDO SANCHEZ. 26,"41,1901362","-5,1379807",España
33,10500,MEDINA DEL CAMPO,Valladolid,Medina del Campo,47400.0,AVENIDA ESTACION FERROCARRIL. 27,"41,3172763","-4,9096181",España
22,8240,MEDINA DEL CAMPO A.V.,Valladolid,Medina del Campo,47400.0,CARRETERA VP-8904 DE LAS SALINAS. KM 1.500,"41,2914","-4,9227",España
189,31002,NAVA DEL REY,Valladolid,Nava del Rey,47500.0,CALLE JUAN ANTONIO CARMONA. 5,"41,3347534","-5,0767733",España
36,10503,VALDESTILLAS,Valladolid,Valdestillas,47240.0,AVENIDA VALLADOLID. S/N,"41,4887255","-4,7729556",España
43,10610,VALLADOLID UNIVERSIDAD,Valladolid,Valladolid,47011.0,CARRETERA JUAN CARLOS I. S/N,"41,6603","-4,704194",España
38,10600,VALLADOLID-CAMPO GRANDE,Valladolid,Valladolid,47007.0,CALLE RECONDO. S/N,"41,6422174","-4,7269748",España
193,31107,ABEJERA,Zamora,Riofrío de Aliste,49591.0,CARRETERA ZA-L-2450 - CALLE ESCUELA - ESTACION FERROCARRIL. S/N,"41,8094175","-6,1418293",España
195,31109,CABAÑAS DE ALISTE,Zamora,Riofrío de Aliste,49592.0,TRAVESIA PIEDRAS CABAÑAS. S/N,"41,8546058","-6,2463492",España
191,31104,CARBAJALES DE ALBA,Zamora,Carbajales de Alba,49160.0,CARRETERA ZA-P-2439 - ESTACION FERROCARRIL. S/N,"41,6815622","-5,9720564",España
192,31106,FERRERUELA DE TABARA,Zamora,Ferreruela,49550.0,CALLE APEADERO. S/N,"41,764136","-6,0738829",España
196,31112,LINAREJOS-PEDROSO,Zamora,Manzanal de Arriba,49593.0,CARRETERA ZA-P-2640 - ESTACION FERROCARRIL. S/N,"41,9469542","-6,4845953",España
197,31200,PUEBLA DE SANABRIA,Zamora,Puebla de Sanabria,49300.0,CARRETERA ESTACION FERROCARRIL. 24,"42,0456228","-6,6266696",España
194,31108,SARRACIN DE ALISTE,Zamora,Riofrío de Aliste,49591.0,CARRETERA ZA-P-1407 - ESTACION FERROCARRIL. S/N,"41,8483203","-6,205017",España
190,31006,TORO,Zamora,Toro,49800.0,BARRIO AZUCARERA DUERO - CARRETERA ESTACION. 42,"41,5118477","-5,3833163",España
188,30200,ZAMORA,Zamora,Zamora,49004.0,CARRETERA DE LA ESTACION. S/N,"41,515937","-5,7397167",España
401,67007,ARAÑALES DE MUEL,Zaragoza,Muel,50450.0,CALLE ESCALERA ARAÑALES. 8,"41,4690568","-1,0860655",España
455,70504,ATECA,Zaragoza,Ateca,50200.0,AVENIDA SAN BLAS. S/N,"41,3245706","-1,7852674",España
407,67015,BADULES,Zaragoza,Badules,50491.0,CARRETERA A-1506 - CALLE MAYOR. S/N,"41,1394432","-1,2515629",España
454,70503,BUBIERCA,Zaragoza,Bubierca,50239.0,CARRETERA N-II - ESTACION FERROCARRIL. S/N,"41,3172399","-1,8558469",España
465,70701,CALATORAO,Zaragoza,Calatorao,50280.0,AVENIDA DOTRO CARNICERO. S/N,"41,5286384","-1,3607504",España
403,67010,CARIÑENA,Zaragoza,Cariñena,50400.0,CALLE CAMINO ESTACION FERROCARRIL. 1,"41,3354867","-1,2285589",España
476,71204,CASPE,Zaragoza,Caspe,50700.0,PLAZA OBISPO CUBELES. 15,"41,239866","-0,0427502",España
452,70501,CETINA,Zaragoza,Cetina,50292.0,CALLE PALLARES. S/N,"41,2959001","-1,9598888",España
404,67011,ENCINACORBA,Zaragoza,Encinacorba,50470.0,CALLE ESTACION FERROCARRIL. 9,"41,2886981","-1,2786679",España
478,71206,FABARA,Zaragoza,Fabara,50793.0,CARRETERA A-144 - ESTACION DE FERROCARRIL. S/N,"41,234438","0,143302",España
471,71103,FUENTES DE EBRO,Zaragoza,Fuentes de Ebro,50740.0,AVENIDA LORENZO PARDO. S/N,"41,5151657","-0,618599",España
590,81206,GALLUR,Zaragoza,Gallur,50650.0,CALLE VIRGEN DEL PILAR. 2,"41,8671808","-1,3212745",España
473,71108,LA ZAIDA-SASTAGO,Zaragoza,Zaida. La,50784.0,AVENIDA ZARAGOZA. S/N,"41,3204871","-0,427001",España
591,81207,LUCENI,Zaragoza,Luceni,50640.0,AVENIDA FRANCISCO DE GOYA. 56,"41,8262594","-1,2438583",España
450,70405,MONREAL DE ARIZA,Zaragoza,Monreal de Ariza,50291.0,CARRETERA CV-937 - ESTACION FERROCARRIL. S/N,"41,2986119","-2,1098883",España
479,71207,NONASPE,Zaragoza,Nonaspe,50794.0,CARRETERA A-2411 - ESTACION FERROCARRIL. S/N,"41,213588","0,2419351",España
592,81208,PEDROLA,Zaragoza,Pedrola,50690.0,CALLE EDIFICIO DISEMINADOS. 18,"41,8050062","-1,2019686",España
469,70705,PLASENCIA DE JALON,Zaragoza,Plasencia de Jalón,50296.0,AVENIDA ESTACION FERROCARRIL - BARRIO DE LA VENTA. 6,"41,6894768","-1,234261",España
462,70606,PURROY,Zaragoza,Morés,50247.0,CARRETERA ZP-1129 - ESTACION FERROCARRIL. S/N,"41,4771806","-1,5400778",España
464,70700,RICLA-LA ALMUNIA,Zaragoza,Ricla,50270.0,AVENIDA GOYA. S/N,"41,5014644","-1,402843",España
468,70704,RUEDA DE JALON-LUMPIAQUE,Zaragoza,Rueda de Jalón,50295.0,CARRETERA A-2304 - ESTACION FERROCARRIL. S/N,"41,6391743","-1,2815663",España
477,71205,VAL DE PILAS,Zaragoza,Caspe,50709.0,CAMINO DE LA FRESA - ESTACION FERROCARRIL. S/N,"41,2295857","0,0732292",España
406,67014,VILLADOZ,Zaragoza,Villadoz,50490.0,CARRETERA A-2509 - ESTACION FERROCARRIL. S/N,"41,1655526","-1,2788559",España
531,78100,ZUERA,Zaragoza,Zuera,50800.0,PLAZA DEL CANFRANC. 8,"41,8772888","-0,7641418",España
32,10409,AREVALO,Ávila,Arévalo,5200.0,CALLE DEPOSITO. S/N,"41,0471235","-4,7019727",España
221,34007,CRESPOS,Ávila,Crespos,5300.0,CARRETERA AVP-115 - ESTACION FERROCARRIL. S/N,"40,8700754","-4,9679924",España
222,34008,NARROS DEL CASTILLO,Ávila,Narros del Castillo,5369.0,CARRETERA AVP-627 - ESTACION FERROCARRIL. S/N,"40,8665849","-5,0527564",España
220,34005,SAN PEDRO DEL ARROYO,Ávila,San Pedro del Arroyo,5350.0,CALLE ESTACION FERROCARRIL. S/N,"40,8038378","-4,871408",España
